求人番号,職種,仕事の内容,賃金,就業時間,事業所名,URL
13010-14412602,プログラマー・システムエンジニア（正社員）,システム開発主にＡＳ／４００（ＩＢＭサーバー）を使用した業務となります。（３か月間社内研修あり）,"180,000円〜400,000円","										（1）09時00分〜18時00分
",株式会社　ジオン,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301014412602&kJKbn=1&jGSHNo=moQR%2FGurAu8lWlQYIIEjwg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
15010-37652801,業務系システムエンジニア,人事労務、会計の業務システムの社内開発を主な業務としており、設計からシステムテストまで携わって頂きます。大手メーカーから受注しており、発注元大手メーカーと一緒にエン,"260,000円〜450,000円","										（1）09時00分〜18時00分
",株式会社　イーエムエス新潟,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1501037652801&kJKbn=1&jGSHNo=h%2B5XlBvuqNin3p0tlZ%2FccQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
27060-36129701,ＶＢ．Ｎｅｔシステムエンジニア（東京）,【内容】システムの開発業務　　　　【言語】ＶＢ．Ｎｅｔ,"250,000円〜450,000円","										（1）09時00分〜18時00分
",フィット産業　株式会社　関西支社（大阪）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=2706036129701&kJKbn=1&jGSHNo=WE7gpKnkNli0bEdo9Yzkpw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
40010-69756601,ＷＥＢ関連プロジェクトマネージャー（正）／千代田区,ビジネスプロセス分析・要件定義・基本設計・プロジェクト管理・推進・顧客対応等、プロジェクトの方向性を決定し、計画策定・実行管理するマネージメント業務,"281,250円〜437,500円","										（1）09時30分〜18時30分
",（事業所の意向により公開していません）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4001069756601&kJKbn=1&jGSHNo=GHzMV9U3S7QtP3Av5%2FL04w%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13938302,ＣＯＢＯＬプログラマー、ＳＥ／正社員／クレジット、富士通,富士通汎用機を使用した、ＣＯＢＯＬやＹＰＳ／ＣＯＢＯＬによる業務アプリケーションの設計及び開発をして頂きます。開発案件は、クレジットの途上与信システム、延滞債権管理システム,"249,000円〜450,000円","										（1）09時00分〜18時00分
",株式会社ＣＯＢＯＬ,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013938302&kJKbn=1&jGSHNo=kSqJ1vviRy%2F6uZ32vjdtMQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13946302,Ｊａｖａシステムエンジニア,オープン系システムの設計・開発言語：Ｊａｖａ,"250,000円〜500,000円","										（1）09時00分〜18時00分
",株式会社　プラスパシステムズ,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013946302&kJKbn=1&jGSHNo=ApCYJ9%2FNxWBJ5E%2BKna3NqQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13949402,ＣＯＢＯＬプログラマー、ＳＥ／正社員／生保、日立汎用機,日立汎用機を使用した、ＣＯＢＯＬ言語による業務アプリケーションの設計及び開発をして頂きます。開発案件は、生保の新契約システム、契約保全システムです。,"249,000円〜450,000円","										（1）09時00分〜18時00分
",株式会社ＣＯＢＯＬ,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013949402&kJKbn=1&jGSHNo=kSqJ1vviRy%2F6uZ32vjdtMQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-14013902,正社員採用／マイグレーション技術者／ＣＯＢＯＬ→Ｊａｖａ,汎用機ＣＯＢＯＬ　からＪａｖａへマイグレーションをお願いします。ＯＳ：ＬＩＮＵＸ,"320,000円〜420,000円","										（1）09時00分〜18時00分
",株式会社　イーエムエス,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301014013902&kJKbn=1&jGSHNo=M9EHAtUacvsHAvgkJrQzsg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13542602,証券系システム開発エンジニア,証券系システム開発のお仕事です。【言語】問わず,"270,000円〜550,000円","										（1）09時00分〜18時00分
",キャル株式会社（東京本部）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013542602&kJKbn=1&jGSHNo=yzkxhxrq%2Bm6UNDafcKlKMw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13546102,Ｗｅｂシステムの運用開発,Ｗｅｂシステム運用開発のお仕事です。・３年以上のブランク、転職回数の多い方応募可・他県からのご応募の方も歓迎※寮あり,"270,000円〜400,000円","										（1）09時00分〜18時00分
",キャル株式会社（東京本部）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013546102&kJKbn=1&jGSHNo=yzkxhxrq%2Bm6UNDafcKlKMw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13648002,プログラマー（ＪＡＶＡ）,１）次期システムパッケージ開発支援業務２）プログラム作成３）単体、総合テスト,"200,000円〜350,000円","										（1）09時00分〜18時00分
",（事業所の意向により公開していません）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013648002&kJKbn=1&jGSHNo=dY1MnGPrI3%2BE%2BAtpirn3FA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13153702,システムエンジニア,自社内開発パッケージソフト開発メンバーを募集します。業界トップシェアの当社貿易ソフトは海外と取り引きする企業が利用しており、直取引は２００社を超える導入実績があります。,"320,000円〜450,000円","										（1）09時00分〜18時00分
",株式会社　アルカディアソフト開発,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013153702&kJKbn=1&jGSHNo=Ik6V9mPMadZNRm4cN1GJNQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13198502,インフラエンジニア（運用保守～構築）,お客様向けシステムに関するインフラの運用，保守，監視～設計，構築までスキルに合った業務を担当して頂きます。,"180,000円〜300,000円","										（1）09時00分〜18時00分
",株式会社　アイ・エー・アイ,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013198502&kJKbn=1&jGSHNo=BngwnUNZs%2F8cux3vyMYHFg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13208702,ＡＩＸサーバ構築,・ＡＩＸサーバの構築・保守（Ｋ－Ｓｈｅｌｌ必須）・Ｔｉｖｏｌｉの導入運用・Ｏｒａｃｌｅの構築・保守,"250,000円〜600,000円","										（1）09時00分〜18時00分
",株式会社　Ｊ－ＴＥＣ,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013208702&kJKbn=1&jGSHNo=olKVSLg3Jy4m%2Bgw61HDztg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13330802,ソフトウェア営業職,セキュリティ事業、ＩＰ通信事業の営業営業事務客先打ち合わせ,"250,000円〜350,000円","										（1）08時45分〜17時45分
",株式会社　ＳＹＮＣＨＲＯ,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013330802&kJKbn=1&jGSHNo=9b%2FuUJnF0x0ZPlg5UE747g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13385902,ＩＴプロダクト事業部（管理職）,下記業務及びその統括管理＊各製品に対する販売促進策の立案・実行＊企画開発の工程管理、品質管理、稼働管理、営業支援,"400,000円〜600,000円","										（1）09時00分〜18時00分
",株式会社　ワイドテック,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013385902&kJKbn=1&jGSHNo=G6EEKBkTyZE5hjqpi6cP1g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13390602,ＳＥＳ派遣営業（部長級）,・事業責任者として、部門管理全般・予算計画、実績管理・既存顧客／ビジネスパートナーの取引拡大と新規開拓,"400,000円〜650,000円","										（1）09時00分〜18時00分
",株式会社　ワイドテック,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013390602&kJKbn=1&jGSHNo=G6EEKBkTyZE5hjqpi6cP1g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12942502,システムエンジニア（ＪＡＶＡ）,１）次期システムパッケージ開発支援業務２）既存システムのマイグレーション３）基本設計,"300,000円〜450,000円","										（1）09時00分〜18時00分
",（事業所の意向により公開していません）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012942502&kJKbn=1&jGSHNo=dY1MnGPrI3%2BE%2BAtpirn3FA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-13013802,システム開発,・金融システムの中でも特に銀行、証券のシステム開発をメインに担当していただきます。,"250,000円〜350,000円","										（1）09時00分〜17時30分
",株式会社　アイピータイクーン,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301013013802&kJKbn=1&jGSHNo=hpY1eMlhKQ%2FdjMu0alhdrw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
12080-21121501,ＩＴエンジニア（東京支店）,国内、海外での業務のデジタル化に向け、基幹システムやアプリの開発の企画・提案・実行・運用・改善などを行っていただきます。,"230,000円〜300,000円","										（1）08時30分〜17時00分
","三協フロンテア　株式会社　　　　　　　　　　　　　　　　　
　　　　　　　　　＊＊＊",https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1208021121501&kJKbn=1&jGSHNo=2j6%2B4oVImTdWlj9%2BDfQQ4A%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12560102,Ｃ＃エンジニア／急募,【製品Ｖ－ＵＰ・海外展開を見据えた機能拡充開発要員】大手製造業向け（主に自動車）の設計領域の支援システムパッケージの開発プロジェクト。,"301,000円〜432,000円","										（1）09時00分〜18時00分
",株式会社　日本テクノウエア,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012560102&kJKbn=1&jGSHNo=H7GikhYArp9SXTHUXzddCQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12562702,研修充実／Ｗｅｂ・オープン系システムエンジニア,【業務内容】　各種システムの要件定義・基本設計～運用・保守に亘り広範囲な　フェーズに参画いただきます。,"301,000円〜432,000円","										（1）09時00分〜18時00分
",株式会社　日本テクノウエア,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012562702&kJKbn=1&jGSHNo=H7GikhYArp9SXTHUXzddCQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12724202,ＩＴインフラ系のＰＭ,弊社ＩＴインフラ事業部のＰＭとしての募集となります。・ＩＴインフラ系の請負案件の提案、公共入札案件の対応・仕様書作成、工数見積もり、管理、クライアントとの折衝,"400,000円〜600,000円","										（1）09時00分〜18時00分
",株式会社　ワイドテック,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012724202&kJKbn=1&jGSHNo=G6EEKBkTyZE5hjqpi6cP1g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12817402,【急募】システムエンジニア・プログラマー／経験者,大手企業向け＜インフラ系技術者＞ＵＮＩＸサーバ、Ｌｉｎｕｘサーバ、Ｗｉｎｄｏｗｓサーバ、ＶＭ,"250,000円〜550,000円","										（1）09時00分〜17時30分
",株式会社セラフ,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012817402&kJKbn=1&jGSHNo=ZbWfkWkHg9iu6kcxA67o4w%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12833402,エンジニア（サーバ構築）未経験者,１．サーバ環境設計構築、運用設計、保守作業　Ｕｎｉｘ、Ｌｉｎｕｘ、ＷｉｎｄｏｗｓのＯＳによる環境構築、　運用、保守の作業を設計から行っていただきます。,"206,000円〜236,000円","										（1）09時00分〜18時00分
",株式会社　クレスソフト,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012833402&kJKbn=1&jGSHNo=GdK2nvMV4yDf3gGr0pzEPg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12835802,システムエンジニア（未経験）,コンピュータシステムの開発を行って頂きます。Ｃ、Ｊａｖａ等の言語を使ってプログラム設計、製造、試験を行います。,"206,000円〜236,000円","										（1）09時00分〜18時00分
",株式会社　クレスソフト,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012835802&kJKbn=1&jGSHNo=GdK2nvMV4yDf3gGr0pzEPg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13090-42918201,ＰＣ展開作業支援（神田）,■業務内容：ＰＣキッティング作業、ＰＣセッティング現地作業■作業工程：クローン、設定,"300,000円〜400,000円","										（1）09時00分〜18時00分
",株式会社　富士三和総研,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1309042918201&kJKbn=1&jGSHNo=TjhxT%2FdiSnmNMF%2FegoUYxA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13090-42919501,Ｄｏｃｋｅｒの構築（九段下）,案件名：　流通基盤　　基盤アーキテクチャ刷新作業内容：　大手通信系　サーバ構築、基盤アーキテクチャ刷新を伴うシステム開発,"300,000円〜400,000円","										（1）09時00分〜18時00分
",株式会社　富士三和総研,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1309042919501&kJKbn=1&jGSHNo=TjhxT%2FdiSnmNMF%2FegoUYxA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12198902,ソフトウェア開発技術者,Ｊａｖａでの開発が中心となります。・オープン系システム・業務系アプリケーション,"285,000円〜500,000円","										（1）09時00分〜18時00分
",株式会社　シグマシステム,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012198902&kJKbn=1&jGSHNo=MBWe6wZMh1ACeRqVXV1h2w%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12290502,Ｌｉｎｕｘ設計構築,Ｌｉｎｕｘサーバー設計構築のお仕事です。・３年以上のブランク、転職回数の多い方応募可・他県からのご応募の方も歓迎※寮あり,"300,000円〜450,000円","										（1）09時00分〜18時00分
",キャル株式会社（東京本部）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012290502&kJKbn=1&jGSHNo=yzkxhxrq%2Bm6UNDafcKlKMw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12305502,ネットワーク設計・構築,ネットワーク設計・構築のお仕事です。・３年以上のブランク、転職回数の多い方応募可・他県からのご応募の方も歓迎※寮あり,"300,000円〜450,000円","										（1）09時00分〜18時00分
",キャル株式会社（東京本部）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012305502&kJKbn=1&jGSHNo=yzkxhxrq%2Bm6UNDafcKlKMw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12310702,開発エンジニア,会社規模拡大に伴うプロジェクト増加により、増員を予定しております。業務内容（一例、ご経験・ご志向により調整）,"250,000円〜500,000円","										（1）09時00分〜18時00分
",株式会社アウトソーシングテクノロジー東京営業所,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012310702&kJKbn=1&jGSHNo=1Fw7Y0n0gWV9wQIkjLBVQw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12311802,ＷｉｎｄｏｗｓＳｅｒｖｅｒ設計構築,ＷｉｎｄｏｗｓＳｅｒｖｅｒの設計構築業務です・３年以上のブランク、転職回数の多い方応募可,"300,000円〜550,000円","										（1）09時00分〜18時00分
",キャル株式会社（東京本部）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012311802&kJKbn=1&jGSHNo=yzkxhxrq%2Bm6UNDafcKlKMw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
26010-31004101,制御系ソフトウェア設計,制御系システムのソフトウェア設計・開発を担当していただきます,"200,000円〜450,000円","										（1）10時00分〜19時00分
",（事業所の意向により公開していません）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=2601031004101&kJKbn=1&jGSHNo=C5S%2FL4rQN%2BALWEJKSU4TqA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
26010-31007801,制御系ソフトウェア設計アシスタント,制御系ソフトウェア設計のアシスタントとしてプログラムの評価・修正や資料作成など簡単な業務から担当して頂きます。将来的にはプログラマやＳＥとして活躍して頂くことを期待していますので、,"170,000円〜230,000円","										（1）10時00分〜19時00分
",（事業所の意向により公開していません）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=2601031007801&kJKbn=1&jGSHNo=C5S%2FL4rQN%2BALWEJKSU4TqA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
27060-35700201,Ｃ言語システムエンジニア（東京）,【内容】システムの開発業務　　　　【言語】Ｃ言語,"250,000円〜450,000円","										（1）09時00分〜18時00分
",フィット産業　株式会社　関西支社（大阪）,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=2706035700201&kJKbn=1&jGSHNo=WE7gpKnkNli0bEdo9Yzkpw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-12088202,【急募】ＣＯＢＯＬ（銀行、証券、生保、損保）エンジニア,要件定義・基本設計・詳細設計・製造・試験・保守。いずれかのフェーズをご担当して頂きます。＊ＣＯＢＯＬ（銀行、証券、生保、損保）エンジニアに特化,"250,000円〜550,000円","										（1）09時00分〜18時00分
",株式会社　ヒュペリオンテクノロジー,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301012088202&kJKbn=1&jGSHNo=8RlzD7YIGQ%2BodW93dLrTwQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
27030-36050001,サーバー構築・運用保守・ネットワークエンジニア／東京本社,Ｗｉｎｄｏｗｓ、Ｌｉｎｕｘのサーバー構築運用保守,"190,000円〜400,000円","										（1）09時00分〜18時00分
",株式会社　セルア,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=2703036050001&kJKbn=1&jGSHNo=TvcLSya19EFmBolEh0eEOQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-11885802,ネットワーク・サーバ系の運用エンジニア,＊運用管理、監視業務　ネットワーク監視、運用管理　サーバ監視、運用管理,"230,000円〜450,000円","										（1）09時00分〜18時00分
",株式会社　ワイドテック,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301011885802&kJKbn=1&jGSHNo=G6EEKBkTyZE5hjqpi6cP1g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-11949802,システム開発技術者（Ｊａｖａ、Ｃ＋＋、Ｃ＃等）,顧客業務システムまたはソフトウェア製品の開発作業を行います。・作業は設計、プログラミング、テストのいずれか得意な作業をや　ってもらいます。,"200,000円〜400,000円","										（1）08時40分〜17時30分
",ゼネラルソフトウェア　株式会社,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301011949802&kJKbn=1&jGSHNo=QeONorADV1Kt2QTJ5L91Tg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-11956702,Ｐｙｔｈｏｎでの解析システム開発ＰＧ,解析システム開発の機械学習部分の開発を行って頂きます。,"300,000円〜550,000円","										（1）09時00分〜18時00分
",株式会社　エーティーティーソリューションズ,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301011956702&kJKbn=1&jGSHNo=cvuwJ1gN0it9Lw94cnKCaA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
27020-69680001,求人・転職サイトのアプリケーション品質（東京都千代田区）,スマホアプリのテスト設計・テスト実施,"266,000円〜578,200円","										（1）09時00分〜18時00分
",株式会社　サーバントップ　大阪支店,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=2702069680001&kJKbn=1&jGSHNo=Z6l3rab7q9MxTeR5baFj%2BQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
